"GEOID","NAME","Total_Population","White_Alone","Black_Alone","Asian_Alone","Hispanic_Latino","Percent_White","Percent_Black","Percent_Asian","Percent_Hispanic","Median_Household_Income","Median_Income_Owner_Occupied","Median_Income_Renter_Occupied","Low_Income_Under_35K","Middle_Income_35K_100K","High_Income_100K_Plus","Percent_Low_Income_Under_35K","Percent_High_Income_100K_Plus","Below_Poverty_Level","Percent_Below_Poverty","Percent_Households_Below_Poverty","Children_Below_Poverty","Percent_Children_Below_Poverty","Total_Households","Family_Households","Nonfamily_Living_Alone","Percent_Family_Households","Percent_Single_Person_Households","Households_With_Children_Under_18","Percent_Households_With_Children","Total_Own_Children_Under_18","Children_In_Married_Couple_Families","Children_In_Single_Mother_Families","Percent_Children_Married_Couple","Percent_Children_Single_Parent","Large_Owner_Households_4_Plus","Large_Renter_Households_4_Plus","Percent_Large_Owner_Households","Percent_Large_Renter_Households","Total_Housing_Units","Occupied_Units","Vacant_Units","Percent_Occupied","Percent_Vacant","Owner_Occupied","Renter_Occupied","Percent_Owner_Occupied","Percent_Renter_Occupied","Median_Home_Value","Median_Gross_Rent","Single_Family_Detached","Single_Family_Attached","Mobile_Home","Multi_Family_All_Units","Multi_Family_5_Plus_Units","Multi_Family_10_Plus_Units","Multi_Family_20_Plus_Units","Percent_Single_Family","Percent_Multi_Family_All","Percent_Multi_Family_5_Plus","Percent_Multi_Family_10_Plus","Percent_Multi_Family_20_Plus","Percent_Built_2000_Plus","Percent_Built_Pre_1980","One_Bedroom","Two_Bedrooms","Three_Bedrooms","Four_Bedrooms","Two_Plus_Bedroom_Units","Three_Plus_Bedroom_Units","Percent_Two_Plus_Bedrooms","Percent_Three_Plus_Bedrooms","High_Rent_Burden_30_Plus_Units","High_Rent_Burden_50_Plus_Units","Percent_High_Rent_Burden_30_Plus","Percent_High_Rent_Burden_50_Plus","S2503_Median_Household_Income","S2503_Median_Housing_Costs","S2503_Median_Owner_Costs","S2503_Median_Renter_Costs","Total_Cost_Burden_30_Plus","Percent_Cost_Burden_30_Plus","High_Housing_Costs_1500_Plus","Low_Housing_Costs_Under_800"
"22033003400","Census Tract 34; East Baton Rouge Parish; Louisiana",6401,120,6241,17,23,1.87470707701922,97.5003905639744,0.265583502577722,0.359318856428683,33002,36635,26512,1271,705,160,59.5037453183521,7.49063670411985,1260,20.4944697462589,27.434456928839,397,23.7866986219293,2136,1267,771,59.3164794007491,36.0955056179775,682,31.9288389513109,639,68,489,10.641627543036,89.358372456964,612,2283,61.3226452905812,200.615114235501,2577,2136,441,82.8870779976717,17.1129220023283,998,1138,46.7228464419476,53.2771535580524,130500,847,1785,19,0,773,500,500,438,70.0038804811797,29.9961195188203,19.4024058983314,19.4024058983314,16.9965075669383,21.4202561117579,57.0430733410943,259,503,1487,226,2216,1713,85.9914629414047,66.4726426076834,644,351,56.5905096660808,30.8435852372583,33002,821,549,549,1002,46.9101123595506,62,986
"22033003501","Census Tract 35.01; East Baton Rouge Parish; Louisiana",3030,398,1743,0,1094,13.1353135313531,57.5247524752475,0,36.1056105610561,49892,71184,48796,272,481,310,25.587958607714,29.1627469426152,833,27.4917491749175,18.8146754468485,416,53.4017971758665,1063,625,430,58.7958607714017,40.4515522107244,336,31.6086547507056,569,359,116,63.0931458699473,36.9068541300527,416,894,73.4982332155477,179.879275653924,1239,1063,176,85.7949959644875,14.2050040355125,566,497,53.2455315145814,46.7544684854186,148200,1021,636,52,370,159,0,0,0,55.5286521388216,12.8329297820823,0,0,0,13.0750605326877,43.3414043583535,0,460,505,209,1178,718,95.0766747376917,57.9499596448749,78,46,15.6941649899396,9.25553319919517,49892,957,889,889,179,16.8391345249294,82,253
"22033003504","Census Tract 35.04; East Baton Rouge Parish; Louisiana",6738,0,6738,0,100,0,100,0,1.48411991688928,41577,41489,NA,897,1018,404,38.6804657179819,17.4213022854679,2328,34.5503116651825,31.1341095299698,590,27.9223852342641,2319,1989,291,85.7697283311772,12.5485122897801,1057,45.5799913755929,1675,178,1417,10.6268656716418,89.3731343283582,1783,1545,97.967032967033,309.619238476954,2636,2319,317,87.9742033383915,12.0257966616085,1820,499,78.4821043553256,21.5178956446744,127300,1236,2525,14,62,35,18,0,0,96.3201820940819,1.32776934749621,0.682852807283763,0,0,15.4779969650986,62.7086494688923,0,89,2229,297,2615,2526,99.2033383915023,95.8270106221548,261,180,52.3046092184369,36.0721442885772,41577,1061,993,993,1168,50.3665373005606,386,839
"22033003505","Census Tract 35.05; East Baton Rouge Parish; Louisiana",2713,146,2400,0,182,5.38149649834132,88.4629561371176,0,6.70844084039808,47212,48477,43750,385,462,132,39.3258426966292,13.4831460674157,680,25.06450423885,28.0898876404494,114,20.6521739130435,979,542,424,55.3626149131767,43.3094994892748,240,24.514811031665,185,70,115,37.8378378378378,62.1621621621622,413,890,65.6597774244833,254.285714285714,1320,979,341,74.1666666666667,25.8333333333333,629,350,64.2492339121553,35.7507660878447,125900,933,888,0,94,338,338,314,201,67.2727272727273,25.6060606060606,25.6060606060606,23.7878787878788,15.2272727272727,10,80.9848484848485,222,188,740,31,972,784,73.6363636363636,59.3939393939394,130,43,37.1428571428571,12.2857142857143,47212,844,763,763,336,34.3207354443309,151,470
"22033003506","Census Tract 35.06; East Baton Rouge Parish; Louisiana",5179,511,4548,15,0,9.86676964664993,87.8161807298706,0.28963120293493,0,53448,53807,53087,598,1294,230,28.1809613572102,10.8388312912347,1021,19.7142305464375,18.8501413760603,356,26.2730627306273,2122,1386,736,65.315739868049,34.684260131951,757,35.6738925541942,989,654,306,66.1274014155713,33.8725985844287,982,1802,71.0050614605929,243.843031123139,2526,2122,404,84.006334125099,15.993665874901,1383,739,65.1743638077286,34.8256361922714,191200,985,1941,12,0,573,361,336,129,77.3159144893112,22.6840855106888,14.2913697545527,13.3016627078385,5.10688836104513,3.12747426761679,68.8440221694378,124,423,1417,455,2402,1979,95.0910530482977,78.3452098178939,238,94,32.2056833558863,12.7198917456022,53448,1035,1082,1082,603,28.4165881244109,497,644
"22033003507","Census Tract 35.07; East Baton Rouge Parish; Louisiana",4677,223,4320,0,146,4.76801368398546,92.3669018601668,0,3.12165918323712,62106,71836,37481,305,969,413,18.0794309425015,24.4813278008299,463,9.8995082317725,8.77296976882039,120,10.3986135181976,1687,1255,393,74.3924125666864,23.2957913455839,531,31.4759928867813,819,449,359,54.8229548229548,45.1770451770452,1006,1114,76.793893129771,295.490716180371,1749,1687,62,96.4551172098342,3.54488279016581,1310,377,77.6526378186129,22.3473621813871,165700,1178,1579,43,0,127,127,98,62,92.7387078330475,7.26129216695254,7.26129216695254,5.60320182961692,3.54488279016581,11.8353344768439,55.5174385363065,0,104,1424,193,1749,1645,100,94.0537449971412,272,124,72.1485411140583,32.8912466843501,62106,1121,1081,1081,645,38.2335506816835,411,396
"22033003601","Census Tract 36.01; East Baton Rouge Parish; Louisiana",3240,425,2165,196,190,13.1172839506173,66.820987654321,6.04938271604938,5.8641975308642,41402,56125,22467,486,472,181,42.6690079016681,15.891132572432,1043,32.2112415071032,28.7971905179982,261,31.9461444308446,1139,756,365,66.3740122914838,32.0456540825285,337,29.5873573309921,584,200,384,34.2465753424658,65.7534246575342,498,1109,82.0428336079077,208.458646616541,1323,1139,184,86.0922146636432,13.9077853363568,607,532,53.2923617208077,46.7076382791923,197800,895,722,21,76,504,504,414,350,56.1602418745276,38.0952380952381,38.0952380952381,31.2925170068027,26.4550264550265,3.7037037037037,77.4754346182918,262,323,424,273,1049,726,79.2894935752079,54.875283446712,382,236,71.8045112781955,44.3609022556391,41402,929,1281,1281,596,52.3266022827041,166,426
"22033003603","Census Tract 36.03; East Baton Rouge Parish; Louisiana",2417,553,1594,8,459,22.879602813405,65.9495242035581,0.330988829127017,18.9904840711626,32371,77200,20313,410,287,117,50.3685503685504,14.3734643734644,611,25.8241758241758,27.5184275184275,137,35.9580052493438,814,510,280,62.6535626535627,34.3980343980344,243,29.8525798525799,227,53,123,23.3480176211454,76.6519823788546,345,779,91.2698412698413,178.669724770642,1042,814,228,78.1190019193858,21.8809980806142,378,436,46.4373464373464,53.5626535626536,126400,822,562,21,0,459,380,335,210,55.9500959692898,44.0499040307102,36.468330134357,32.1497120921305,20.1535508637236,9.69289827255278,72.4568138195777,202,250,468,55,791,541,75.9117082533589,51.9193857965451,242,116,55.5045871559633,26.605504587156,32371,860,1076,1076,297,36.4864864864865,180,343
"22033003604","Census Tract 36.04; East Baton Rouge Parish; Louisiana",6884,251,3624,279,2226,3.64613596746078,52.643811737362,4.05287623474724,32.3358512492737,35819,58884,33765,964,805,271,47.2549019607843,13.2843137254902,2716,39.4538059267867,38.4803921568627,1528,51.1378848728246,2040,1573,347,77.1078431372549,17.0098039215686,1129,55.343137254902,2792,389,2335,13.932664756447,86.067335243553,652,2517,94.0836940836941,186.859688195991,2395,2040,355,85.1774530271399,14.8225469728601,693,1347,33.9705882352941,66.0294117647059,139500,940,813,53,0,1529,673,564,290,36.1586638830898,63.8413361169102,28.1002087682672,23.5490605427975,12.1085594989562,0,61.2526096033403,317,760,1073,148,1981,1221,82.713987473904,50.9812108559499,924,501,68.5968819599109,37.1937639198218,35819,937,894,894,1036,50.7843137254902,149,432
"22033003701","Census Tract 37.01; East Baton Rouge Parish; Louisiana",5855,3161,1460,443,471,53.9880444064902,24.935952177626,7.56618274978651,8.04440649017933,59072,84191,42899,589,1019,776,24.7063758389262,32.5503355704698,871,14.8838004101162,13.4647651006711,394,28.4682080924855,2384,1306,849,54.7818791946309,35.6124161073826,735,30.8305369127517,1189,563,559,47.3507148864592,52.6492851135408,911,2112,53.9372409709888,303.884892086331,2623,2384,239,90.8882958444529,9.11170415554708,1689,695,70.8473154362416,29.1526845637584,212000,1139,1901,62,0,660,442,309,309,74.837971788029,25.162028211971,16.8509340449867,11.7804041174228,11.7804041174228,0.648112847884102,73.0080060998856,0,557,1517,504,2578,2021,98.2844071673656,77.0491803278689,409,186,58.8489208633094,26.7625899280576,59072,975,762,762,612,25.6711409395973,605,902
"22033003702","Census Tract 37.02; East Baton Rouge Parish; Louisiana",4249,1352,2613,262,12,31.8192515886091,61.496822781831,6.166156742763,0.282419392798306,63789,85649,25868,525,577,431,34.2465753424658,28.1148075668624,753,18.1577043646009,12.2635355512068,331,28.363324764353,1533,1074,326,70.0587084148728,21.2654924983692,503,32.8114807566862,1124,341,783,30.3380782918149,69.661921708185,644,1416,71.1602209944751,225.477707006369,1555,1533,22,98.5852090032154,1.41479099678457,905,628,59.0345727332029,40.9654272667971,214200,1116,1033,46,0,476,379,254,189,69.3890675241158,30.6109324758842,24.3729903536977,16.3344051446945,12.1543408360129,7.97427652733119,66.9453376205788,170,344,483,476,1355,1011,87.1382636655948,65.016077170418,440,331,70.0636942675159,52.7070063694268,63789,1164,1238,1238,644,42.0091324200913,500,341
"22033003703","Census Tract 37.03; East Baton Rouge Parish; Louisiana",7488,2714,3552,704,383,36.2446581196581,47.4358974358974,9.4017094017094,5.11485042735043,102028,105821,22672,455,833,1361,17.1762929407324,51.3778784446961,649,8.78808395396073,8.90902227255568,248,12.7310061601643,2649,1975,633,74.556436391091,23.8958097395243,1226,46.2816157040393,1521,1380,141,90.7297830374753,9.27021696252466,1899,1027,77.6369582992641,505.911330049261,2711,2649,62,97.7130210254519,2.28697897454814,2446,203,92.3367308418271,7.6632691581729,236600,1198,2565,12,69,65,34,34,34,95.0571744743637,2.39763924751014,1.25414976023608,1.25414976023608,1.25414976023608,1.29103651789008,81.4828476576909,34,85,1213,1313,2677,2592,98.7458502397639,95.6104758391737,83,44,40.8866995073892,21.6748768472906,102028,1478,1490,1490,491,18.5352963382408,1247,625
"22033003804","Census Tract 38.04; East Baton Rouge Parish; Louisiana",4516,3681,566,0,241,81.5101860053144,12.533215234721,0,5.33658104517272,52569,101636,36042,660,1067,793,26.1904761904762,31.468253968254,597,13.4157303370787,14.1269841269841,96,15.5591572123177,2520,857,1537,34.0079365079365,60.9920634920635,309,12.2619047619048,617,472,96,76.4991896272285,23.5008103727715,579,2343,44.5384615384615,192.049180327869,3015,2520,495,83.5820895522388,16.4179104477612,1300,1220,51.5873015873016,48.4126984126984,214900,1248,1119,315,0,1581,1062,974,589,47.5621890547264,52.4378109452736,35.2238805970149,32.3051409618574,19.5356550580431,16.318407960199,40.8955223880597,681,755,914,254,1958,1203,64.9419568822554,39.9004975124378,774,237,63.4426229508197,19.4262295081967,52569,1206,1125,1125,1057,41.9444444444444,811,442
"22033003806","Census Tract 38.06; East Baton Rouge Parish; Louisiana",3800,1175,2217,143,107,30.9210526315789,58.3421052631579,3.76315789473684,2.81578947368421,60318,98542,47218,564,631,495,33.3727810650888,29.2899408284024,984,26.3312817768263,25.3254437869822,249,41.9898819561551,1690,832,690,49.2307692307692,40.8284023668639,266,15.7396449704142,489,129,208,26.3803680981595,73.6196319018405,656,1374,78.3751493428913,161.078546307151,1861,1690,171,90.8113917248791,9.1886082751209,837,853,49.5266272189349,50.4733727810651,432700,1102,860,12,0,989,750,641,121,46.856528747985,53.1434712520151,40.3009134873724,34.4438473938743,6.50188070929608,21.3326168726491,40.1934443847394,473,365,428,368,1300,935,69.8549167114455,50.2418054809242,309,143,36.2250879249707,16.7643610785463,60318,1160,1416,1416,523,30.9467455621302,430,269
"22033003807","Census Tract 38.07; East Baton Rouge Parish; Louisiana",3529,2202,1060,107,29,62.3972796826296,30.036837631057,3.03202040238028,0.821762538962879,67344,95313,62596,426,822,487,24.5533141210375,28.0691642651297,521,14.7633890620572,15.6195965417867,76,14.0740740740741,1735,798,839,45.9942363112392,48.35734870317,289,16.657060518732,540,365,127,67.5925925925926,32.4074074074074,402,1764,63.6075949367089,159.927470534905,2538,1735,803,68.360914105595,31.639085894405,632,1103,36.4265129682997,63.5734870317003,571400,1434,560,86,0,1892,1728,1364,910,25.4531126871552,74.5468873128448,68.0851063829787,53.7431048069346,35.8550039401103,38.6524822695035,15.6422379826635,921,632,439,338,1470,838,57.919621749409,33.0181245074862,445,190,40.3445149592022,17.2257479601088,67344,1421,1341,1341,531,30.6051873198847,711,182
"22033003808","Census Tract 38.08; East Baton Rouge Parish; Louisiana",2437,1712,563,54,108,70.250307755437,23.1021748050882,2.21583914649159,4.43167829298318,85230,79360,85893,149,796,403,11.053412462908,29.8961424332344,120,5.46946216955333,4.52522255192878,39,12.2257053291536,1348,397,850,29.4510385756677,63.0563798219585,222,16.4688427299703,288,157,131,54.5138888888889,45.4861111111111,205,1369,34.804753820034,180.368906455863,1502,1348,154,89.7470039946738,10.2529960053262,589,759,43.6943620178042,56.3056379821958,178100,1193,284,246,0,972,734,470,221,35.2862849533955,64.7137150466045,48.8681757656458,31.2916111850865,14.7137150466045,7.85619174434088,56.5912117177097,260,770,361,63,1194,424,79.4940079893475,28.2290279627164,149,63,19.631093544137,8.300395256917,85230,1111,934,934,266,19.7329376854599,134,326
"22033003809","Census Tract 38.09; East Baton Rouge Parish; Louisiana",2840,2099,373,122,194,73.9084507042253,13.1338028169014,4.29577464788732,6.83098591549296,81365,131705,49587,189,711,658,12.1309370988447,42.2336328626444,127,4.47183098591549,4.74967907573813,0,0,1558,715,749,45.8921694480103,48.0744544287548,184,11.8100128369705,320,267,53,83.4375,16.5625,539,1268,67.2069825436409,167.724867724868,1669,1558,111,93.3493109646495,6.65068903535051,802,756,51.4762516046213,48.5237483953787,338100,1206,817,48,0,804,794,517,506,51.8274415817855,48.1725584182145,47.5733972438586,30.9766327142001,30.3175554224086,23.9664469742361,51.2282804074296,277,463,608,136,1309,846,78.4301977231875,50.6890353505093,335,242,44.3121693121693,32.010582010582,81365,1306,1470,1470,369,23.6842105263158,676,235
"22033003810","Census Tract 38.10; East Baton Rouge Parish; Louisiana",2621,2025,360,47,12,77.2605875619992,13.7352155665776,1.79320869896986,0.457840518885921,91563,130853,65191,134,444,540,11.9856887298748,48.3005366726297,109,4.15871804654712,1.6994633273703,49,9.33333333333333,1118,717,304,64.1323792486583,27.1914132379249,314,28.0858676207513,510,403,107,79.0196078431373,20.9803921568627,533,777,71.3520749665328,209.433962264151,1335,1118,217,83.7453183520599,16.2546816479401,747,371,66.8157423971377,33.1842576028623,285900,1304,874,48,0,413,222,49,49,69.063670411985,30.936329588015,16.6292134831461,3.67041198501873,3.67041198501873,18.0524344569288,44.7191011235955,27,343,505,398,1294,951,96.9288389513109,71.2359550561798,145,43,39.0835579514825,11.5902964959569,91563,1158,1049,1049,217,19.4096601073345,409,306
"22033003811","Census Tract 38.11; East Baton Rouge Parish; Louisiana",4516,1934,2075,40,256,42.8255093002657,45.947741364039,0.885739592559788,5.66873339238264,90125,129375,59539,277,594,852,16.0766105629716,49.4486360998259,639,14.2,8.00928612884504,131,9.85703536493604,1723,1068,529,61.9849100406268,30.702263493906,667,38.711549622751,1069,273,740,25.5378858746492,74.4621141253508,817,1509,84.2268041237113,200.398406374502,2094,1723,371,82.2827125119389,17.7172874880611,970,753,56.2971561230412,43.7028438769588,312800,1436,995,0,9,1090,938,886,767,47.5167144221585,52.0534861509074,44.7946513849093,42.3113658070678,36.6284622731614,57.3065902578797,17.7172874880611,480,434,769,299,1547,1113,73.8777459407832,53.1518624641834,498,139,66.1354581673307,18.4594953519256,90125,1253,1061,1061,593,34.4167150319211,517,346
"22033003907","Census Tract 39.07; East Baton Rouge Parish; Louisiana",6492,3031,2933,61,349,46.6882316697474,45.1786814540974,0.939617991373999,5.3758471965496,89341,163861,46473,611,874,1148,23.2054690467148,43.6004557538929,755,11.6296980899569,11.2799088492214,143,11.2244897959184,2633,1622,942,61.6027345233574,35.7766805924801,549,20.850740600076,1245,1026,187,82.4096385542169,17.5903614457831,1048,2266,80.6774441878368,169.865067466267,2937,2633,304,89.6493020088526,10.3506979911474,1299,1334,49.3353589061907,50.6646410938094,317000,1135,1327,144,0,1466,1129,629,402,50.0851208716377,49.9148791283623,38.4405856315969,21.4164113040518,13.6874361593463,6.46918624446714,41.6751787538304,597,843,368,903,2211,1368,75.2808988764045,46.5781409601634,687,333,51.4992503748126,24.9625187406297,89341,1201,1661,1661,922,35.0170907709837,871,294
"22033003908","Census Tract 39.08; East Baton Rouge Parish; Louisiana",4492,2943,773,417,259,65.5164737310775,17.2083704363313,9.28317008014247,5.76580587711487,79159,77933,86530,315,943,826,15.1151631477927,39.6353166986564,320,7.12377560106857,10.4606525911708,1,0.15220700152207,2084,1214,814,58.2533589251439,39.0595009596929,482,23.1285988483685,513,329,177,64.1325536062378,35.8674463937622,892,1680,58.4534731323722,301.075268817204,2159,2084,75,96.5261695229273,3.47383047707272,1526,558,73.2245681381958,26.7754318618042,224300,1423,1586,157,0,416,416,235,103,80.73182028717,19.26817971283,19.26817971283,10.8846688281612,4.7707271885132,38.3974062065771,24.7799907364521,176,400,1368,215,1983,1583,91.8480778138027,73.3209819360815,179,76,32.078853046595,13.6200716845878,79159,1347,1300,1300,645,30.9500959692898,714,447
"22033003909","Census Tract 39.09; East Baton Rouge Parish; Louisiana",3817,1967,1331,113,268,51.5326172386691,34.8703170028818,2.96044013623264,7.02122085407388,48272,64667,36815,716,1131,215,34.7235693501455,10.4267701260912,692,18.6875506346206,11.9786614936954,105,15.3061224489796,2062,741,1185,35.9359844810863,57.4684772065955,395,19.1561590688652,668,73,358,10.9281437125749,89.0718562874251,595,1965,64.9563318777293,171.465968586387,2369,2062,307,87.0409455466442,12.9590544533558,916,1146,44.4228903976722,55.5771096023278,179100,1138,735,208,0,1426,1126,827,306,39.8058252427184,60.1941747572816,47.5306036302237,34.9092444069228,12.916842549599,21.6969185310257,29.1684254959899,457,893,808,70,1771,878,74.7572815533981,37.0620514985226,629,331,54.8865619546248,28.8830715532286,48272,1042,692,692,827,40.1066925315228,286,563
"22033003910","Census Tract 39.10; East Baton Rouge Parish; Louisiana",3350,560,1259,395,1179,16.7164179104478,37.5820895522388,11.7910447761194,35.1940298507463,47250,82841,45556,363,880,132,26.4,9.6,488,15.6913183279743,14.6909090909091,164,14.9771689497717,1375,750,557,54.5454545454545,40.5090909090909,441,32.0727272727273,723,195,366,26.9709543568465,73.0290456431535,193,1789,84.2794759825327,156.108202443281,1549,1375,174,88.7669464170433,11.2330535829567,229,1146,16.6545454545455,83.3454545454545,NA,993,222,11,118,1198,966,643,318,15.0419625564881,77.3402194964493,62.3628147191737,41.51065203357,20.5293737895416,16.2040025823112,26.468689477082,453,793,292,0,1085,292,70.0451904454487,18.8508715300194,469,192,40.9249563699825,16.7539267015707,47250,979,547,547,514,37.3818181818182,113,237
"22033003911","Census Tract 39.11; East Baton Rouge Parish; Louisiana",4893,1788,2689,229,103,36.5419987737584,54.9560596770897,4.68015532393215,2.10504802779481,73486,73437,128438,229,1032,354,14.1795665634675,21.9195046439628,298,6.09033312895974,13.8080495356037,41,2.38788584740827,1615,1063,365,65.8204334365325,22.6006191950464,753,46.625386996904,1717,1588,7,92.4868957483984,7.51310425160163,1065,718,68.7984496124031,1071.64179104478,1692,1615,77,95.4491725768322,4.55082742316785,1548,67,95.8513931888545,4.14860681114551,217500,1636,1576,61,28,27,0,0,0,96.7494089834515,1.59574468085106,0,0,0,19.8581560283688,14.5390070921986,0,312,1277,90,1692,1380,100,81.5602836879433,26,0,38.8059701492537,0,73486,1519,1515,1515,245,15.1702786377709,853,270
"22033003912","Census Tract 39.12; East Baton Rouge Parish; Louisiana",3397,878,1784,0,894,25.8463350014719,52.5169267000294,0,26.317338828378,37870,NA,37049,605,703,108,42.725988700565,7.6271186440678,406,12.273276904474,19.9152542372881,62,5.68807339449541,1416,814,469,57.4858757062147,33.1214689265537,586,41.3841807909604,855,261,559,30.5263157894737,69.4736842105263,18,2194,21.6867469879518,164.591147786947,1795,1416,379,78.8857938718663,21.1142061281337,83,1333,5.86158192090396,94.138418079096,198200,1088,54,1,0,1740,1090,701,185,3.06406685236769,96.9359331476323,60.7242339832869,39.0529247910864,10.3064066852368,33.5376044568245,27.9108635097493,291,959,235,24,1218,259,67.8551532033426,14.4289693593315,644,343,48.3120780195049,25.7314328582146,37870,1085,NA,NA,645,45.5508474576271,9,244
"22033003913","Census Tract 39.13; East Baton Rouge Parish; Louisiana",6324,3515,1345,47,114,55.5819101834282,21.2681846932321,0.743200506008855,1.80265654648956,75189,112826,63696,337,1280,996,12.8970531955607,38.1171067738232,640,10.1201771030993,5.54917719096824,352,19.2034915439171,2613,1529,728,58.5151167240719,27.8606965174129,487,18.6375813241485,1794,1708,74,95.20624303233,4.79375696767001,1180,1888,79.8376184032476,166.343612334802,2827,2613,214,92.4301379554298,7.56986204457022,1478,1135,56.5633371603521,43.4366628396479,294900,1188,1615,65,0,1147,525,455,82,59.4269543685886,40.5730456314114,18.5709232401839,16.0948001414927,2.90060134418111,27.3788468340998,13.9016625397948,600,514,787,913,2227,1713,78.7760877255041,60.5942695436859,354,79,31.1894273127753,6.96035242290749,75189,1206,1284,1284,611,23.3830845771144,985,428
"22033003914","Census Tract 39.14; East Baton Rouge Parish; Louisiana",3301,1982,911,155,396,60.0424113904877,27.5976976673735,4.69554680399879,11.9963647379582,84950,108000,58472,125,763,563,8.61474844934528,38.8008270158511,333,10.2209944751381,6.13370089593384,45,6.5123010130246,1451,959,347,66.092350103377,23.9145416953825,510,35.1481736733287,648,395,150,60.9567901234568,39.0432098765432,646,1149,69.7624190064795,218.857142857143,1542,1451,91,94.0985732814527,5.90142671854734,926,525,63.8180565127498,36.1819434872502,239600,1249,1068,81,11,382,233,202,61,74.5136186770428,24.7730220492866,15.1102464332036,13.0998702983139,3.95590142671855,18.4176394293126,59.4682230869001,0,333,937,214,1542,1209,100,78.4046692607004,220,110,41.9047619047619,20.952380952381,84950,1243,1227,1227,278,19.1592005513439,476,412
"22033004010","Census Tract 40.10; East Baton Rouge Parish; Louisiana",5603,3630,1286,54,339,64.7867213992504,22.9519900053543,0.963769409245047,6.05033018026058,88292,102132,48725,344,786,813,17.7045805455481,41.8425115800309,119,2.12386221666964,3.24240864642306,0,0,1943,1405,413,72.3108594956253,21.25579001544,530,27.2774060730829,1377,1173,143,85.1851851851852,14.8148148148148,1131,1272,79.98585572843,240.453686200378,2098,1943,155,92.6120114394662,7.38798856053384,1414,529,72.7740607308286,27.2259392691714,238000,1438,1930,62,8,98,55,0,0,94.9475691134414,4.67111534795043,2.62154432793136,0,0,11.8684461391802,35.3193517635844,33,158,1225,479,2065,1907,98.4270734032412,90.8960915157293,314,114,59.3572778827977,21.5500945179584,88292,1360,1285,1285,509,26.1966031909418,776,350
"22033004013","Census Tract 40.13; East Baton Rouge Parish; Louisiana",3672,1093,1627,489,282,29.7657952069717,44.3082788671024,13.3169934640523,7.6797385620915,43730,60734,42695,791,749,207,45.2776187750429,11.8488838008014,671,18.5307925987296,18.2026330852891,34,4.69613259668508,1747,560,917,32.0549513451631,52.4899828277046,241,13.7950772753291,681,128,553,18.7958883994126,81.2041116005874,27,2253,16.5644171779141,142.234848484848,2422,1747,675,72.130470685384,27.869529314616,163,1584,9.33028048082427,90.6697195191757,138400,801,39,231,0,2152,1644,1092,786,11.1478117258464,88.8521882741536,67.8777869529315,45.0867052023121,32.4525185796862,26.3831544178365,51.1147811725846,1001,914,82,0,996,82,41.1230388109001,3.38563170933113,533,272,33.6489898989899,17.1717171717172,43730,858,1082,1082,574,32.8563251287922,132,770
"22033004017","Census Tract 40.17; East Baton Rouge Parish; Louisiana",3841,1213,1855,623,129,31.5803176256183,48.2947149179901,16.2197344441552,3.3585003905233,93125,86250,96959,205,634,536,14.9090909090909,38.9818181818182,168,4.37386097370476,4.94545454545455,0,0,1375,881,298,64.0727272727273,21.6727272727273,239,17.3818181818182,300,248,52,82.6666666666667,17.3333333333333,731,1041,72.5918570009931,282.880434782609,1754,1375,379,78.3922462941847,21.6077537058153,1007,368,73.2363636363636,26.7636363636364,234600,1640,1308,35,0,411,373,354,152,76.5678449258837,23.4321550741163,21.2656784492588,20.1824401368301,8.66590649942987,40.1368301026226,26.7388825541619,50,280,981,350,1631,1351,92.9874572405929,77.023945267959,145,64,39.4021739130435,17.3913043478261,93125,1314,1049,1049,406,29.5272727272727,517,438
"22033004018","Census Tract 40.18; East Baton Rouge Parish; Louisiana",2013,930,1014,10,7,46.1997019374069,50.3725782414307,0.496770988574267,0.347739692001987,61458,72798,27368,182,409,243,21.8225419664269,29.136690647482,263,13.0650769995032,10.431654676259,43,11.4973262032086,834,501,194,60.0719424460432,23.2613908872902,154,18.4652278177458,331,55,158,16.6163141993958,83.3836858006042,356,633,71.3426853707415,188.955223880597,1100,834,266,75.8181818181818,24.1818181818182,499,335,59.832134292566,40.1678657074341,241300,1038,629,108,7,356,231,221,221,67,32.3636363636364,21,20.0909090909091,20.0909090909091,9.27272727272727,46.6363636363636,158,281,482,66,878,597,79.8181818181818,54.2727272727273,188,58,56.1194029850746,17.3134328358209,61458,891,872,872,259,31.0551558752998,165,279
"22033004019","Census Tract 40.19; East Baton Rouge Parish; Louisiana",3412,2537,552,65,182,74.3552168815944,16.1781946072685,1.90504103165299,5.33411488862837,89921,96446,NA,243,626,663,15.8616187989556,43.2767624020888,135,3.96592244418331,6.26631853785901,10,1.72117039586919,1532,1154,362,75.3263707571802,23.6292428198433,320,20.88772845953,573,443,24,77.3123909249564,22.6876090750436,1047,820,86.7439933719967,252.307692307692,1785,1532,253,85.8263305322129,14.1736694677871,1207,325,78.7859007832898,21.2140992167102,376500,1223,1507,16,0,252,252,198,142,85.3221288515406,14.1176470588235,14.1176470588235,11.0924369747899,7.95518207282913,22.3529411764706,29.6918767507003,139,165,740,555,1534,1369,85.9383753501401,76.6946778711485,63,63,19.3846153846154,19.3846153846154,89921,1408,1510,1510,295,19.2558746736292,630,342
